NAME	DESCRIPTION
SLC27A1	ENSG00000130304
KIRREL1	ENSG00000183853
TAOK3	ENSG00000135090
PLIN3	ENSG00000105355
ERLIN2	ENSG00000147475
C8orf33	ENSG00000182307
KCMF1	ENSG00000176407
PPIL2	ENSG00000100023
RABAC1	ENSG00000105404
MAP3K13	ENSG00000073803
CCDC93	ENSG00000125633
TMEM268	ENSG00000157693
CLK2	ENSG00000176444
JOSD1	ENSG00000100221
NCOA1	ENSG00000084676
PSMD5	ENSG00000095261
CBWD1	ENSG00000172785
HIVEP3	ENSG00000127124
SWAP70	ENSG00000133789
ABHD11	ENSG00000106077
ALDH3B2	ENSG00000132746
ZNF512B	ENSG00000196700
SP110	ENSG00000135899
SFMBT2	ENSG00000198879
RRM2	ENSG00000171848
COG1	ENSG00000166685
GPD2	ENSG00000115159
ZMPSTE24	ENSG00000084073
NUP133	ENSG00000069248
OCIAD1	ENSG00000109180
ALDH9A1	ENSG00000143149
CADPS2	ENSG00000081803
KDM2B	ENSG00000089094
CYCS	ENSG00000172115
AQP1	ENSG00000240583
FAM118A	ENSG00000100376
IBTK	ENSG00000005700
NMD3	ENSG00000169251
NCLN	ENSG00000125912
CACYBP	ENSG00000116161
CDYL	ENSG00000153046
KDM7A	ENSG00000006459
BRD8	ENSG00000112983
KCNC4	ENSG00000116396
UCK2	ENSG00000143179
C1orf21	ENSG00000116667
HILPDA	ENSG00000135245
BUD23	ENSG00000071462
IP6K2	ENSG00000068745
ZNF471	ENSG00000196263
NFATC3	ENSG00000072736
MS4A7	ENSG00000166927
SUMF1	ENSG00000144455
PYGL	ENSG00000100504
SULT1A1	ENSG00000196502
CCDC85C	ENSG00000205476
MAF1	ENSG00000179632
ATIC	ENSG00000138363
CHSY1	ENSG00000131873
MBOAT2	ENSG00000143797
CYP3A5	ENSG00000106258
HNRNPH3	ENSG00000096746
NAA50	ENSG00000121579
HIST1H2AJ	ENSG00000276368
DTX2	ENSG00000091073
PGPEP1	ENSG00000130517
VTI1B	ENSG00000100568
SAP18	ENSG00000150459
HDAC4	ENSG00000068024
NES	ENSG00000132688
NDUFB8	ENSG00000166136
MEGF8	ENSG00000105429
CACNA1H	ENSG00000196557
UPF3A	ENSG00000169062
CYLD	ENSG00000083799
NUDC	ENSG00000090273
ARRDC3	ENSG00000113369
IBA57	ENSG00000181873
VAC14	ENSG00000103043
OTULIN	ENSG00000154124
TBCB	ENSG00000105254
FTSJ3	ENSG00000108592
SRPK1	ENSG00000096063
ABCD3	ENSG00000117528
DCUN1D2	ENSG00000150401
CARD8	ENSG00000105483
PLOD2	ENSG00000152952
COX5A	ENSG00000178741
HLTF	ENSG00000071794
STK35	ENSG00000125834
CERS5	ENSG00000139624
AHDC1	ENSG00000126705
GPATCH2	ENSG00000092978
LSP1	ENSG00000130592
ATG13	ENSG00000175224
ARL17A	ENSG00000185829
RAB8A	ENSG00000167461
NUCB2	ENSG00000070081
BTBD2	ENSG00000133243
NAA15	ENSG00000164134
C15orf39	ENSG00000167173
RSU1	ENSG00000148484
BTF3L4	ENSG00000134717
GAS7	ENSG00000007237
S1PR3	ENSG00000213694
TBL2	ENSG00000106638
FMOD	ENSG00000122176
STAG1	ENSG00000118007
MUC6	ENSG00000184956
SLIT3	ENSG00000184347
DDX55	ENSG00000111364
ECI1	ENSG00000167969
ZNF687	ENSG00000143373
SLC30A5	ENSG00000145740
ATP6V1F	ENSG00000128524
VPS26C	ENSG00000157538
SRD5A3	ENSG00000128039
MBD1	ENSG00000141644
URI1	ENSG00000105176
RUVBL2	ENSG00000183207
NBPF20	ENSG00000162825
FAM107B	ENSG00000065809
SCCPDH	ENSG00000143653
GIT2	ENSG00000139436
PIGL	ENSG00000108474
TSPO	ENSG00000100300
THUMPD3	ENSG00000134077
SYNJ2BP	ENSG00000213463
FAF2	ENSG00000113194
SMURF1	ENSG00000198742
RELA	ENSG00000173039
MED17	ENSG00000042429
GBP5	ENSG00000154451
PLCB3	ENSG00000149782
FAM221A	ENSG00000188732
TMX2	ENSG00000213593
ZBTB44	ENSG00000196323
ELOA	ENSG00000011007
RABGGTB	ENSG00000137955
ZRANB2	ENSG00000132485
RIPK1	ENSG00000137275
SEM1	ENSG00000127922
KDSR	ENSG00000119537
GMEB1	ENSG00000162419
CBWD3	ENSG00000196873
DAAM1	ENSG00000100592
SCAP	ENSG00000114650
PLAT	ENSG00000104368
NUP160	ENSG00000030066
UBQLN4	ENSG00000160803
PLBD2	ENSG00000151176
FAM98C	ENSG00000130244
ITPK1	ENSG00000100605
DNAJB2	ENSG00000135924
TANGO2	ENSG00000183597
ARHGAP27	ENSG00000159314
GRHL1	ENSG00000134317
ZDHHC9	ENSG00000188706
MTREX	ENSG00000039123
TNFAIP1	ENSG00000109079
BICD2	ENSG00000185963
DAPK1	ENSG00000196730
TMED5	ENSG00000117500
TRAF3IP2	ENSG00000056972
DHRS3	ENSG00000162496
SFXN3	ENSG00000107819
GSTP1	ENSG00000084207
TRIM26	ENSG00000234127
CCNDBP1	ENSG00000166946
PSENEN	ENSG00000205155
GNL2	ENSG00000134697
OGFR	ENSG00000060491
GNA13	ENSG00000120063
OR5AS1	ENSG00000181785
PPP2R5A	ENSG00000066027
RTCB	ENSG00000100220
MRPL37	ENSG00000116221
RAPGEF6	ENSG00000158987
TMEM212	ENSG00000186329
SCO1	ENSG00000133028
STIM1	ENSG00000167323
MYSM1	ENSG00000162601
CSNK2B	ENSG00000204435
SYNGAP1	ENSG00000197283
ANGPTL2	ENSG00000136859
UBAP2	ENSG00000137073
MAP1LC3B	ENSG00000140941
RANBP3	ENSG00000031823
ZFP36	ENSG00000128016
MKNK1	ENSG00000079277
DSE	ENSG00000111817
SHMT2	ENSG00000182199
INTS10	ENSG00000104613
CUL1	ENSG00000055130
USP10	ENSG00000103194
POLR3E	ENSG00000058600
AQR	ENSG00000021776
SGK3	ENSG00000104205
NDUFA2	ENSG00000131495
ZNF383	ENSG00000188283
NFKB1	ENSG00000109320
CENPX	ENSG00000169689
ZNF316	ENSG00000205903
ECT2	ENSG00000114346
MYBBP1A	ENSG00000132382
EXOC3	ENSG00000180104
SKIV2L	ENSG00000204351
ADSS	ENSG00000035687
C19orf66	ENSG00000130813
TMEM164	ENSG00000157600
STX6	ENSG00000135823
UTP18	ENSG00000011260
TMEM147	ENSG00000105677
AP3S2	ENSG00000157823
TBCE	ENSG00000284770
RNF11	ENSG00000123091
LRP6	ENSG00000070018
SIDT2	ENSG00000149577
INO80	ENSG00000128908
CLNS1A	ENSG00000074201
CHERP	ENSG00000085872
RIOK3	ENSG00000101782
EIF6	ENSG00000242372
ZDHHC3	ENSG00000163812
LMX1B	ENSG00000136944
USP3	ENSG00000140455
AMD1	ENSG00000123505
CD34	ENSG00000174059
PYCR2	ENSG00000143811
MED14	ENSG00000180182
TBC1D4	ENSG00000136111
ERCC3	ENSG00000163161
CEBPZOS	ENSG00000218739
GJA1	ENSG00000152661
NOP14	ENSG00000087269
CLCC1	ENSG00000121940
COG8	ENSG00000213380
COQ6	ENSG00000119723
PLPP3	ENSG00000162407
TRIP6	ENSG00000087077
GTF3C2	ENSG00000115207
ACAA1	ENSG00000060971
NDUFA6	ENSG00000184983
TMEM94	ENSG00000177728
ZHX2	ENSG00000178764
MDC1	ENSG00000137337
EPS8	ENSG00000151491
TFG	ENSG00000114354
GNPNAT1	ENSG00000100522
DUSP16	ENSG00000111266
ABCF2	ENSG00000033050
TBRG4	ENSG00000136270
NHP2	ENSG00000145912
MPDZ	ENSG00000107186
B4GALNT2	ENSG00000167080
PARP15	ENSG00000173200
RELCH	ENSG00000134444
MED29	ENSG00000063322
NUBP2	ENSG00000095906
FGD6	ENSG00000180263
FMNL2	ENSG00000157827
NME4	ENSG00000103202
SCGB1D2	ENSG00000124935
RHEB	ENSG00000106615
DENND6A	ENSG00000174839
GNAQ	ENSG00000156052
DCHS1	ENSG00000166341
SGSH	ENSG00000181523
SH3BGRL	ENSG00000131171
EI24	ENSG00000149547
TP53INP2	ENSG00000078804
GPRIN3	ENSG00000185477
ADAMTS4	ENSG00000158859
ZNF516	ENSG00000101493
HDAC2	ENSG00000196591
HPCAL1	ENSG00000115756
TOMM6	ENSG00000214736
CREB1	ENSG00000118260
LNPK	ENSG00000144320
PLEKHM1	ENSG00000225190
TNFRSF10B	ENSG00000120889
PSMG4	ENSG00000180822
NIPSNAP1	ENSG00000184117
IRX3	ENSG00000177508
ZFP30	ENSG00000120784
TOM1	ENSG00000100284
FASTK	ENSG00000164896
JARID2	ENSG00000008083
C7orf50	ENSG00000146540
ELF2	ENSG00000109381
GSDMD	ENSG00000104518
OLA1	ENSG00000138430
ATP5MPL	ENSG00000156411
CD2AP	ENSG00000198087
BFAR	ENSG00000103429
DMPK	ENSG00000104936
NSA2	ENSG00000164346
EXTL3	ENSG00000012232
OR4F17	ENSG00000176695
ANKRD13A	ENSG00000076513
ATR	ENSG00000175054
TECPR1	ENSG00000205356
KIAA0513	ENSG00000135709
REX1BD	ENSG00000006015
GNL3L	ENSG00000130119
MON1B	ENSG00000103111
CTDNEP1	ENSG00000175826
IER3	ENSG00000137331
ATRAID	ENSG00000138085
UHRF1BP1	ENSG00000065060
SGCE	ENSG00000127990
CSNK1G1	ENSG00000169118
ZBED4	ENSG00000100426
RAD54L2	ENSG00000164080
ZNRF2	ENSG00000180233
PTPN13	ENSG00000163629
FYB1	ENSG00000082074
ZNF37A	ENSG00000075407
ELP1	ENSG00000070061
ALG11	ENSG00000253710
DNAJC8	ENSG00000126698
FRMD8	ENSG00000126391
ATG2B	ENSG00000066739
DDX11	ENSG00000013573
SNU13	ENSG00000100138
SDCCAG8	ENSG00000054282
TRAF5	ENSG00000082512
PRCC	ENSG00000143294
TMEM219	ENSG00000149932
ATG4B	ENSG00000168397
SENP2	ENSG00000163904
HDAC8	ENSG00000147099
SELENBP1	ENSG00000143416
VPS37B	ENSG00000139722
ANKRD13D	ENSG00000172932
METRN	ENSG00000103260
ELOVL1	ENSG00000066322
KLRD1	ENSG00000134539
CTC1	ENSG00000178971
ZNF844	ENSG00000223547
PLEKHA7	ENSG00000166689
UBR1	ENSG00000159459
ZDHHC24	ENSG00000174165
MAPK3	ENSG00000102882
CORO1A	ENSG00000102879
USP14	ENSG00000101557
ELAC2	ENSG00000006744
TOP3A	ENSG00000177302
TOPBP1	ENSG00000163781
RNASEH2B	ENSG00000136104
MRI1	ENSG00000037757
UBA6	ENSG00000033178
RIC1	ENSG00000107036
TTC28	ENSG00000100154
TTF2	ENSG00000116830
DOCK10	ENSG00000135905
ARHGEF6	ENSG00000129675
ATP5IF1	ENSG00000130770
SH2B3	ENSG00000111252
AURKAIP1	ENSG00000175756
ARRB1	ENSG00000137486
NT5C2	ENSG00000076685
STEAP3	ENSG00000115107
RCOR3	ENSG00000117625
API5	ENSG00000166181
FRY	ENSG00000073910
TBCK	ENSG00000145348
STRAP	ENSG00000023734
BCAS3	ENSG00000141376
PPM1A	ENSG00000100614
SOS2	ENSG00000100485
HEXIM1	ENSG00000186834
IK	ENSG00000113141
S100PBP	ENSG00000116497
MTG2	ENSG00000101181
CNOT9	ENSG00000144580
SPON1	ENSG00000262655
PDLIM3	ENSG00000154553
TMTC1	ENSG00000133687
ASPN	ENSG00000106819
IER5	ENSG00000162783
TAF10	ENSG00000166337
MLX	ENSG00000108788
USP40	ENSG00000085982
GTF2IRD2	ENSG00000196275
GGNBP2	ENSG00000278311
PLIN1	ENSG00000166819
YPEL5	ENSG00000119801
INPP5D	ENSG00000168918
AREG	ENSG00000109321
RANBP9	ENSG00000010017
CYR61	ENSG00000142871
ZNF70	ENSG00000187792
BNIP3L	ENSG00000104765
CD55	ENSG00000196352
CHMP2A	ENSG00000130724
TAP2	ENSG00000204267
TMEM141	ENSG00000244187
FBXL18	ENSG00000155034
BRF1	ENSG00000185024
NUP107	ENSG00000111581
GABARAPL2	ENSG00000034713
MARVELD2	ENSG00000152939
ICE2	ENSG00000128915
PBX2	ENSG00000204304
SPRYD4	ENSG00000176422
KLHDC10	ENSG00000128607
PHKA2	ENSG00000044446
TOMM40	ENSG00000130204
CCNG2	ENSG00000138764
PGM3	ENSG00000013375
MTA3	ENSG00000057935
XPR1	ENSG00000143324
TPGS2	ENSG00000134779
USP25	ENSG00000155313
MRTFA	ENSG00000196588
DCTPP1	ENSG00000179958
MAP3K4	ENSG00000085511
WDR62	ENSG00000075702
GGCT	ENSG00000006625
SLC9A1	ENSG00000090020
LMNB2	ENSG00000176619
PNRC2	ENSG00000189266
IQGAP2	ENSG00000145703
TEAD2	ENSG00000074219
VPS8	ENSG00000156931
TIMMDC1	ENSG00000113845
FBXW7	ENSG00000109670
GOT2	ENSG00000125166
PREPL	ENSG00000138078
ATXN7	ENSG00000163635
ZNF621	ENSG00000172888
DNASE2	ENSG00000105612
MREG	ENSG00000118242
DEK	ENSG00000124795
WDR13	ENSG00000101940
LRRC8A	ENSG00000136802
WBP1	ENSG00000239779
HMGCS1	ENSG00000112972
TPP2	ENSG00000134900
RNF14	ENSG00000013561
MFSD6	ENSG00000151690
NAA60	ENSG00000122390
TBC1D17	ENSG00000104946
SEMA3E	ENSG00000170381
RGS12	ENSG00000159788
TMEM87B	ENSG00000153214
D2HGDH	ENSG00000180902
TTC19	ENSG00000011295
PAIP1	ENSG00000172239
VDAC3	ENSG00000078668
RASSF4	ENSG00000107551
PPIP5K1	ENSG00000168781
TGFB1	ENSG00000105329
PRKX	ENSG00000183943
ZC3H18	ENSG00000158545
TXNL1	ENSG00000091164
METTL2A	ENSG00000087995
BMP2K	ENSG00000138756
IFIH1	ENSG00000115267
MSH5	ENSG00000204410
METTL13	ENSG00000010165
P4HA2	ENSG00000072682
DENR	ENSG00000139726
DNHD1	ENSG00000179532
GTF3C4	ENSG00000125484
WDR45	ENSG00000196998
MAP1A	ENSG00000166963
FAM20C	ENSG00000177706
ATP13A2	ENSG00000159363
AMBRA1	ENSG00000110497
MYORG	ENSG00000164976
ZNF766	ENSG00000196214
NECTIN1	ENSG00000110400
PRKAA1	ENSG00000132356
ZNF276	ENSG00000158805
TNRC6C	ENSG00000078687
WDR34	ENSG00000119333
EXOSC10	ENSG00000171824
PHF2	ENSG00000197724
TM7SF3	ENSG00000064115
COQ8A	ENSG00000163050
USF1	ENSG00000158773
HTRA3	ENSG00000170801
PAPSS1	ENSG00000138801
FUCA2	ENSG00000001036
TP53	ENSG00000141510
DNAJC14	ENSG00000135392
SNX30	ENSG00000148158
PPP4R2	ENSG00000163605
RBM19	ENSG00000122965
TRAPPC3	ENSG00000054116
FLRT2	ENSG00000185070
APPL1	ENSG00000157500
UTP20	ENSG00000120800
PRR3	ENSG00000204576
TRIM13	ENSG00000204977
NECAP2	ENSG00000157191
FBXW11	ENSG00000072803
SPTLC1	ENSG00000090054
MAPK9	ENSG00000050748
DUSP6	ENSG00000139318
HS6ST1	ENSG00000136720
DNPEP	ENSG00000123992
KDM4C	ENSG00000107077
AGK	ENSG00000006530
FGF13	ENSG00000129682
ATP5ME	ENSG00000169020
PLA2G12A	ENSG00000123739
NEDD9	ENSG00000111859
NEMF	ENSG00000165525
HMGCR	ENSG00000113161
BCOR	ENSG00000183337
MAP3K3	ENSG00000198909
DNAJC21	ENSG00000168724
ATP5S	ENSG00000125375
ABI1	ENSG00000136754
NNT	ENSG00000112992
RBM17	ENSG00000134453
IAH1	ENSG00000134330
ARMC10	ENSG00000170632
RMND5A	ENSG00000153561
NDUFB7	ENSG00000099795
MRPL27	ENSG00000108826
WBP2	ENSG00000132471
KLF3	ENSG00000109787
MBD3	ENSG00000071655
ERVK3-1	ENSG00000142396
TPBG	ENSG00000146242
ACBD6	ENSG00000230124
CLCN3	ENSG00000109572
TBX3	ENSG00000135111
SOS1	ENSG00000115904
CCZ1	ENSG00000122674
MMS22L	ENSG00000146263
RBM34	ENSG00000188739
GSS	ENSG00000100983
SNX3	ENSG00000112335
NR2F2	ENSG00000185551
LMBR1	ENSG00000105983
ACP1	ENSG00000143727
IFT122	ENSG00000163913
ARL8B	ENSG00000134108
TADA2B	ENSG00000173011
ZPR1	ENSG00000109917
CNOT2	ENSG00000111596
ZFHX4	ENSG00000091656
TTPAL	ENSG00000124120
LOXL1	ENSG00000129038
ARMC9	ENSG00000135931
NOTCH4	ENSG00000204301
NDUFS7	ENSG00000115286
ASCC2	ENSG00000100325
DNAJB12	ENSG00000148719
PABPC1L	ENSG00000101104
WASHC2A	ENSG00000099290
NOP58	ENSG00000055044
RSL24D1	ENSG00000137876
PYGO2	ENSG00000163348
RPS6KA3	ENSG00000177189
NECAP1	ENSG00000089818
ENY2	ENSG00000120533
METTL8	ENSG00000123600
PARVB	ENSG00000188677
SCNM1	ENSG00000163156
UBE2O	ENSG00000175931
PPP5C	ENSG00000011485
ZDHHC7	ENSG00000153786
LMO7	ENSG00000136153
PKN2	ENSG00000065243
SNRPG	ENSG00000143977
CREBRF	ENSG00000164463
GNE	ENSG00000159921
PDZD8	ENSG00000165650
S100A7	ENSG00000143556
RNF145	ENSG00000145860
POLD4	ENSG00000175482
LSG1	ENSG00000041802
RTF2	ENSG00000022277
ADAM19	ENSG00000135074
MYO1F	ENSG00000142347
CAMK2G	ENSG00000148660
FANCD2	ENSG00000144554
STOML2	ENSG00000165283
CLOCK	ENSG00000134852
CYB5RL	ENSG00000215883
MAX	ENSG00000125952
OSBPL5	ENSG00000021762
WDR27	ENSG00000184465
DHX36	ENSG00000174953
UBE2R2	ENSG00000107341
TMEM14C	ENSG00000111843
SLC1A4	ENSG00000115902
SELENOS	ENSG00000131871
CYB5R1	ENSG00000159348
C19orf53	ENSG00000104979
MSRB3	ENSG00000174099
ANKRD9	ENSG00000156381
LARP4	ENSG00000161813
KMT5B	ENSG00000110066
RCC1	ENSG00000180198
RSPH3	ENSG00000130363
KXD1	ENSG00000105700
YPEL2	ENSG00000175155
EDC4	ENSG00000038358
ARHGAP5	ENSG00000100852
SDC2	ENSG00000169439
MOB3A	ENSG00000172081
UBE2S	ENSG00000108106
ITIH5	ENSG00000123243
ATXN7L3	ENSG00000087152
ANGEL2	ENSG00000174606
TSPAN1	ENSG00000117472
DDX41	ENSG00000183258
COG2	ENSG00000135775
OXR1	ENSG00000164830
TUBB6	ENSG00000176014
SIDT1	ENSG00000072858
SRPK2	ENSG00000135250
HDAC6	ENSG00000094631
IFT140	ENSG00000187535
PEX2	ENSG00000164751
MORC3	ENSG00000159256
SLC25A1	ENSG00000100075
STC2	ENSG00000113739
FAM234A	ENSG00000167930
CTPS2	ENSG00000047230
VTI1A	ENSG00000151532
ANKRD27	ENSG00000105186
RAB11B	ENSG00000185236
HIST1H2AE	ENSG00000277075
MCRIP1	ENSG00000225663
DDX56	ENSG00000136271
NEGR1	ENSG00000172260
CKS1B	ENSG00000173207
PSMG3	ENSG00000157778
SRP68	ENSG00000167881
POLR2H	ENSG00000163882
LAMTOR4	ENSG00000188186
TTLL5	ENSG00000119685
HPS4	ENSG00000100099
ZNF850	ENSG00000267041
INAVA	ENSG00000163362
EBNA1BP2	ENSG00000117395
VPS13A	ENSG00000197969
CDCP1	ENSG00000163814
PSMD14	ENSG00000115233
MYC	ENSG00000136997
CXorf56	ENSG00000018610
ZNF598	ENSG00000167962
MRPS27	ENSG00000113048
RRP1B	ENSG00000160208
DHRS2	ENSG00000100867
EIF2S1	ENSG00000134001
MRPS7	ENSG00000125445
RFTN1	ENSG00000131378
ARHGAP30	ENSG00000186517
MICAL1	ENSG00000135596
PSMC2	ENSG00000161057
UBE2Q1	ENSG00000160714
PLA2R1	ENSG00000153246
EZH1	ENSG00000108799
RPS6KB2	ENSG00000175634
EGLN1	ENSG00000135766
SLC37A1	ENSG00000160190
BAIAP2L1	ENSG00000006453
DDX60	ENSG00000137628
CDC42EP1	ENSG00000128283
MFSD14B	ENSG00000148110
DPH1	ENSG00000108963
MRPL24	ENSG00000143314
MBNL2	ENSG00000139793
IDI1	ENSG00000067064
ASPSCR1	ENSG00000169696
PIGS	ENSG00000087111
MAP3K12	ENSG00000139625
HIP1R	ENSG00000130787
LOX	ENSG00000113083
EAF1	ENSG00000144597
STAU2	ENSG00000040341
PSMC6	ENSG00000100519
ZNF468	ENSG00000204604
TRIM3	ENSG00000110171
ARHGAP23	ENSG00000275832
RUVBL1	ENSG00000175792
DELE1	ENSG00000081791
LZTS2	ENSG00000107816
NDUFB5	ENSG00000136521
TRIM33	ENSG00000197323
MYB	ENSG00000118513
USP48	ENSG00000090686
BCL6	ENSG00000113916
CREG1	ENSG00000143162
CSAD	ENSG00000139631
JADE2	ENSG00000043143
ANKZF1	ENSG00000163516
ANAPC7	ENSG00000196510
EID1	ENSG00000255302
HECA	ENSG00000112406
RUSC1	ENSG00000160753
MPPE1	ENSG00000154889
SF3B5	ENSG00000169976
LYRM2	ENSG00000083099
PLEKHA5	ENSG00000052126
ALG14	ENSG00000172339
SPRED2	ENSG00000198369
NOP9	ENSG00000196943
COL7A1	ENSG00000114270
WDTC1	ENSG00000142784
SLPI	ENSG00000124107
MTCH2	ENSG00000109919
KDR	ENSG00000128052
PGM2L1	ENSG00000165434
L2HGDH	ENSG00000087299
RGS5	ENSG00000143248
NDUFB11	ENSG00000147123
CAMK2D	ENSG00000145349
DDRGK1	ENSG00000198171
DNAJA2	ENSG00000069345
XPO7	ENSG00000130227
USP31	ENSG00000103404
DYRK2	ENSG00000127334
TMEM134	ENSG00000172663
ANKRD44	ENSG00000065413
PRODH	ENSG00000100033
CDKN1B	ENSG00000111276
MIA2	ENSG00000150527
MESD	ENSG00000117899
POLR3H	ENSG00000100413
TCEANC2	ENSG00000116205
FBXO38	ENSG00000145868
PLP2	ENSG00000102007
TAX1BP3	ENSG00000213977
BROX	ENSG00000162819
AKR1C1	ENSG00000187134
SERPINB1	ENSG00000021355
TSPAN17	ENSG00000048140
GBA2	ENSG00000070610
SH2D3A	ENSG00000125731
GAB2	ENSG00000033327
KIF22	ENSG00000079616
PATZ1	ENSG00000100105
TERF1	ENSG00000147601
CD37	ENSG00000104894
CGNL1	ENSG00000128849
PITX1	ENSG00000069011
AKT1S1	ENSG00000204673
ZNF554	ENSG00000172006
NLN	ENSG00000123213
ARHGAP12	ENSG00000165322
BECN1	ENSG00000126581
POU2F1	ENSG00000143190
NAA10	ENSG00000102030
TP53I13	ENSG00000167543
KAT2A	ENSG00000108773
SLC25A44	ENSG00000160785
TMEM63B	ENSG00000137216
CCDC142	ENSG00000135637
ASAP3	ENSG00000088280
DUT	ENSG00000128951
DRG1	ENSG00000185721
PTPRB	ENSG00000127329
PDS5B	ENSG00000083642
ERH	ENSG00000100632
DHX40	ENSG00000108406
VDAC2	ENSG00000165637
HTATSF1	ENSG00000102241
DCAF12	ENSG00000198876
PNP	ENSG00000198805
NDE1	ENSG00000072864
MIER1	ENSG00000198160
ACO1	ENSG00000122729
ZNF618	ENSG00000157657
ACSF2	ENSG00000167107
ZNF605	ENSG00000196458
NOL6	ENSG00000165271
TCTN1	ENSG00000204852
RTEL1-TNFRSF6B	ENSG00000026036
IRF2BPL	ENSG00000119669
RABL2B	ENSG00000079974
OSBPL10	ENSG00000144645
RFX5	ENSG00000143390
ADGRL1	ENSG00000072071
UPF2	ENSG00000151461
PGRMC2	ENSG00000164040
SMYD2	ENSG00000143499
CFH	ENSG00000000971
ROBO1	ENSG00000169855
PON2	ENSG00000105854
CEP68	ENSG00000011523
ZCCHC2	ENSG00000141664
PIAS3	ENSG00000131788
GCLM	ENSG00000023909
MYD88	ENSG00000172936
FCHSD2	ENSG00000137478
DNAH14	ENSG00000185842
WASL	ENSG00000106299
JMJD4	ENSG00000081692
SPRY4	ENSG00000187678
SLCO2A1	ENSG00000174640
ATP6V1D	ENSG00000100554
C9orf78	ENSG00000136819
U2AF1L5	ENSG00000275895
KLF7	ENSG00000118263
PITPNB	ENSG00000180957
LLPH	ENSG00000139233
PPIG	ENSG00000138398
ATG12	ENSG00000145782
SLC37A2	ENSG00000134955
FAM120B	ENSG00000112584
PTAR1	ENSG00000188647
CMYA5	ENSG00000164309
URGCP	ENSG00000106608
STK38L	ENSG00000211455
SLC12A6	ENSG00000140199
LRP11	ENSG00000120256
DKC1	ENSG00000130826
PSMA4	ENSG00000041357
ACSS1	ENSG00000154930
ZNF646	ENSG00000167395
YTHDC2	ENSG00000047188
R3HDM1	ENSG00000048991
SAMD4A	ENSG00000020577
FGD5	ENSG00000154783
SUPT4H1	ENSG00000213246
ITGA6	ENSG00000091409
SRGAP2B	ENSG00000196369
ADSL	ENSG00000239900
STUB1	ENSG00000103266
RASSF2	ENSG00000101265
LYRM4	ENSG00000214113
AKAP8	ENSG00000105127
VPS33A	ENSG00000139719
UNC93B1	ENSG00000110057
HIST1H3E	ENSG00000274750
NRBP2	ENSG00000185189
CXADR	ENSG00000154639
LLGL1	ENSG00000131899
STX3	ENSG00000166900
PDLIM1	ENSG00000107438
C1QTNF6	ENSG00000133466
CORO2A	ENSG00000106789
BTBD6	ENSG00000184887
SCAF4	ENSG00000156304
TTLL4	ENSG00000135912
ZNF410	ENSG00000119725
WDR7	ENSG00000091157
VPS26B	ENSG00000151502
SMOC2	ENSG00000112562
SPPL3	ENSG00000157837
TM9SF1	ENSG00000100926
UHRF2	ENSG00000147854
UGCG	ENSG00000148154
ZNF585B	ENSG00000245680
PPFIBP2	ENSG00000166387
SLC35B1	ENSG00000121073
RTL10	ENSG00000215012
PGM1	ENSG00000079739
APPL2	ENSG00000136044
PELP1	ENSG00000141456
ATOX1	ENSG00000177556
GPALPP1	ENSG00000133114
ATP6V1E1	ENSG00000131100
WDR81	ENSG00000167716
LATS1	ENSG00000131023
STYX	ENSG00000198252
MT2A	ENSG00000125148
NELFE	ENSG00000204356
PRELID3B	ENSG00000101166
EIF2D	ENSG00000143486
CDYL2	ENSG00000166446
TINAGL1	ENSG00000142910
CHMP5	ENSG00000086065
LMO4	ENSG00000143013
SGTA	ENSG00000104969
FAM126A	ENSG00000122591
CRAT	ENSG00000095321
OGG1	ENSG00000114026
PITPNA	ENSG00000174238
GRK3	ENSG00000100077
SNAP29	ENSG00000099940
ANKS1A	ENSG00000064999
RPA1	ENSG00000132383
MED22	ENSG00000148297
LSM14B	ENSG00000149657
DHX38	ENSG00000140829
SPIRE2	ENSG00000204991
MANSC1	ENSG00000111261
ZNF644	ENSG00000122482
YIF1A	ENSG00000174851
LAMTOR5	ENSG00000134248
BAG5	ENSG00000166170
RFC1	ENSG00000035928
SLC29A1	ENSG00000112759
CCDC117	ENSG00000159873
C4orf3	ENSG00000164096
ELMOD3	ENSG00000115459
PAN3	ENSG00000152520
LIX1L	ENSG00000271601
WEE1	ENSG00000166483
MRE11	ENSG00000020922
SYK	ENSG00000165025
TPX2	ENSG00000088325
GALNT11	ENSG00000178234
TMEM106A	ENSG00000184988
WDR3	ENSG00000065183
ACTR1B	ENSG00000115073
LRIG3	ENSG00000139263
ZNF827	ENSG00000151612
XYLT2	ENSG00000015532
RNASEH2C	ENSG00000172922
MRTO4	ENSG00000053372
ABCB8	ENSG00000197150
P3H4	ENSG00000141696
EMG1	ENSG00000126749
PLEKHF2	ENSG00000175895
RSPRY1	ENSG00000159579
SRD5A1	ENSG00000145545
CD14	ENSG00000170458
MBD5	ENSG00000204406
CWF19L1	ENSG00000095485
BET1L	ENSG00000177951
RAB25	ENSG00000132698
SLU7	ENSG00000164609
COX18	ENSG00000163626
ZNF395	ENSG00000186918
PDP2	ENSG00000172840
PHPT1	ENSG00000054148
ABCA3	ENSG00000167972
NMNAT1	ENSG00000173614
ARL10	ENSG00000175414
ARSG	ENSG00000141337
SLC20A2	ENSG00000168575
AKIRIN1	ENSG00000174574
PCCA	ENSG00000175198
DEPP1	ENSG00000165507
TUFT1	ENSG00000143367
